GENESIS-Tabelle: 32111-0003
Abfallentsorgung: Deutschland, Jahre, Anlagenart;;;;;;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;
;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall;Abfallentsorgungsanlagen mit Output;Output von Abfallentsorgungsanlagen;Abfälle zur Beseitigung;Abfälle zur Verwertung;Abfälle zu vorbereitenden Verfahren;Abgabe an Sonstige
2016;  Biomassekraftwerke;112;8619,8;2379,5;5569,6;670,8;x;866,0;182,0;620,0;-;63,9
2016;  Andere Kraftwerke;46;3277,1;390,3;2765,6;121,1;x;716,7;372,0;236,3;-;108,4
2016;  Heizwerke;350;1476,9;828,4;623,3;25,3;x;156,7;23,0;132,9;-;0,8
2016;  Anlagen für andere Produktionszwecke;61;4534,5;151,7;4128,9;253,9;x;71,3;13,5;22,9;-;34,9
2016;Chemisch-physikalische Behandlungsanlagen;495;6958,8;2099,3;4407,8;451,7;x;3421,0;785,8;1726,1;-;909,0
2016;  Regenerieren von Säuren und Basen, Lösemitteln;44;233,2;68,1;152,9;12,3;x;97,5;26,9;40,9;-;29,8
2016;  Rückgewinnung von Metallen, Lösemitteln usw.;77;622,4;276,5;300,4;45,5;x;411,2;10,7;150,9;-;249,7
2016;  Volumenreduzierung und Wasserabscheidung;134;1478,7;325,3;1149,8;3,5;x;633,6;194,9;426,1;-;12,6
2016;  Sonstige Anlagen;240;4624,5;1429,5;2804,7;390,4;x;2278,6;553,4;1108,3;-;616,9
2016;Bodenbehandlungsanlagen;113;3766,3;214,4;3518,7;33,2;x;3545,5;799,4;2236,5;-;509,6
2016;Biologische Behandlungsanlagen;1256;15612,8;2010,8;13499,9;102,1;x;10938,5;152,4;1706,1;-;9079,9
2016;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);214;3567,3;113,3;3453,7;0,3;x;2004,3;65,8;284,3;-;1654,3
2016;  Grünabfallkompostierungsanlagen (überw. Grünabf.);635;3938,6;241,6;3678,0;19,0;x;2742,8;23,9;406,9;-;2312,0
2016;  Kombinierte Kompostierungs- und Vergärungsanlagen;49;1453,6;50,5;1402,5;0,5;x;1043,4;23,9;165,2;-;854,2
2016;  Klärschlammkompostierungsanlagen;82;728,2;4,8;723,3;-;x;536,5;0,7;72,5;-;463,3
2016;  Sonstige biologische Behandlungsanlagen;30;780,6;398,9;380,5;1,2;x;550,4;0,6;457,1;-;92,7
2016;  Biogas- und Vergärungsanlagen;246;5144,6;1201,6;3861,9;81,0;x;4061,0;37,5;320,1;-;3703,4
2016;Mechanisch-biologische Abfallbehandlungsanlagen;55;3947,9;52,1;3820,1;75,6;x;3294,0;790,4;2466,8;-;36,9
2016;Demontagebetriebe für Altfahrzeuge;1274;429,4;-;424,9;4,5;x;426,1;1,4;407,3;-;17,4
2016;Schredderanlagen und Schrottscheren;734;14806,5;605,6;13602,8;598,1;x;14812,1;314,4;8705,3;-;5792,4
2016;Sortieranlagen;1113;26170,8;386,6;25181,0;603,2;x;25763,7;1113,1;16710,1;-;7940,5
2016;Zerlegeeinrichtungen;338;1020,9;15,6;943,9;61,4;x;1004,8;8,5;951,4;-;45,0
2016;Sonstige Behandlungsanlagen;957;27673,7;2729,5;23004,6;1939,6;x;24179,3;3491,3;12884,0;-;7804,0
2016;  Sonstige Behandlungsanlagen;809;26618,0;2714,1;22099,2;1804,7;0;23820,2;3488,0;12870,6;-;7461,7
2016;  Anlagen zur stofflichen Verwertung von Altöl;7;464,1;-;342,0;122,1;x;359,1;3,3;13,4;-;342,3
2016;  Klärschlammfaulbehälter mit CO-Vergärung;141;591,6;15,4;563,4;12,8;-;-;-;-;-;-
2016;Naturbelassene Stoffe im Bergbau;17;24346,9;24346,9;-;-;-;-;-;-;-;-
2016;Abfälle in untertägigen Abbaustätten;22;2928,8;193,2;2433,5;302,1;-;-;-;-;-;-
2016;Abfälle in übertägigen Abbaustätten;2813;99147,1;2843,9;95397,3;905,8;-;-;-;-;-;-
2017;Deponien;1082;46094,3;11579,6;33879,6;635,2;x;1384,6;853,7;422,0;-;108,9
2017;  Deponien der Klasse 0;777;19364,8;3605,9;15758,9;-;x;39,2;1,3;-;-;37,9
2017;  Deponien der Klasse I;131;16506,9;6804,1;9427,6;275,2;x;380,0;112,1;237,2;-;30,7
2017;  Deponien der Klasse II;144;7212,8;656,8;6304,5;251,6;x;924,1;699,0;184,8;-;40,2
2017;  Deponien der Klasse III;26;2899,9;512,7;2327,1;60,2;x;41,3;41,3;0,0;-;-
2017;  Deponien der Klasse IV;4;109,9;0,2;61,5;48,2;-;-;-;-;-;-
2017;  Langzeitlager;-;-;-;-;-;-;-;-;-;-;-
2017;Thermische Abfallbehandlungsanlagen;156;25119,4;1623,7;22019,1;1476,6;x;6992,1;458,3;6412,9;-;120,9
2017;  Abfallverbrennungsanlagen;84;21585,0;158,9;20174,2;1251,9;0;6450,5;157,8;6194,3;-;98,4
2017;  Klärschlammverbrennungsanlagen;23;2068,9;956,1;1064,7;48,2;x;268,7;97,9;150,5;-;20,3
2017;  Sonderabfallverbrennungsanlagen;33;1352,6;508,8;704,7;139,1;x;253,5;196,9;54,8;-;1,8
2017;  Sonstige Anlagen zur thermischen Abfallbehandlung;16;112,9;0,0;75,5;37,4;x;19,4;5,7;13,3;-;0,4
2017;Feuerungsanlagen;551;22747,9;3917,2;17449,7;1381,0;x;3122,9;1003,4;1937,9;-;181,6
2017;  Kraftwerke/Heizkraftwerke;-;-;-;-;-;-;-;-;-;-;-
2017;  Sonstige Feuerungsanlagen;-;-;-;-;-;-;-;-;-;-;-
2017;  Ersatzbrennstoffkraftwerke;33;4716,0;193,4;4249,8;272,8;x;1326,6;400,4;911,6;-;14,6
2017;  Biomassekraftwerke;110;8710,4;2322,9;5621,9;765,6;x;844,6;200,4;628,6;-;15,6
2017;  Andere Kraftwerke;42;3104,1;462,0;2552,9;89,2;x;722,5;365,8;241,2;-;115,5
2017;  Heizwerke;305;1442,0;781,7;634,9;25,4;x;155,8;22,6;132,6;-;0,6
2017;  Anlagen für andere Produktionszwecke;61;4775,4;157,2;4390,2;228,1;x;73,3;14,1;23,9;-;35,3
2017;Chemisch-physikalische Behandlungsanlagen;466;6611,7;2194,9;3977,1;439,7;x;3281,4;815,6;1543,4;-;922,3
2017;  Regenerieren von Säuren und Basen, Lösemitteln;44;373,5;216,5;145,0;12,0;x;97,9;26,5;40,3;-;31,2
2017;  Rückgewinnung von Metallen, Lösemitteln usw.;74;581,8;240,6;284,3;57,0;x;414,3;10,1;140,7;-;263,6
2017;  Volumenreduzierung und Wasserabscheidung;124;1350,9;640,5;706,7;3,7;x;546,7;158,0;382,6;-;6,1
2017;  Sonstige Anlagen;224;4305,5;1097,3;2841,2;367,0;x;2222,4;621,0;979,9;-;621,5
2017;Bodenbehandlungsanlagen;110;3823,2;224,4;3578,6;20,1;x;3698,7;779,6;2479,1;-;440,0
2017;Biologische Behandlungsanlagen;1242;15819,3;2239,2;13522,9;57,1;x;10808,2;211,9;1981,8;-;8614,5
2017;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);213;3639,3;122,1;3516,6;0,6;x;1903,4;77,3;323,6;-;1502,4
2017;  Grünabfallkompostierungsanlagen (überw. Grünabf.);631;3912,4;211,3;3693,8;7,3;x;2774,5;55,0;395,1;-;2324,4
2017;  Kombinierte Kompostierungs- und Vergärungsanlagen;49;1521,4;71,1;1449,2;1,1;x;959,6;32,0;165,0;-;762,5
2017;  Klärschlammkompostierungsanlagen;76;639,5;3,9;635,7;-;x;426,2;0,6;46,9;-;378,7
2017;  Sonstige biologische Behandlungsanlagen;25;992,6;622,6;369,6;0,4;x;792,7;1,5;706,5;-;84,7
2017;  Biogas- und Vergärungsanlagen;248;5113,9;1208,2;3858,0;47,8;x;3951,9;45,5;344,6;-;3561,8
2017;Mechanisch-biologische Abfallbehandlungsanlagen;52;3823,0;43,8;3749,7;29,5;x;3242,0;747,6;2423,2;-;71,2
2017;Demontagebetriebe für Altfahrzeuge;1257;540,5;-;536,5;4,0;x;516,8;0,8;496,1;-;19,8
2017;Schredderanlagen und Schrottscheren;744;15579,5;462,2;14557,0;560,3;x;15347,1;226,8;8651,1;-;6469,1
2017;Sortieranlagen;1103;26108,7;303,1;25074,3;731,4;x;25555,3;1107,9;16604,5;-;7842,8
2017;Zerlegeeinrichtungen;337;1033,2;8,8;952,7;71,7;x;1003,0;10,3;929,2;-;63,5
2017;Sonstige Behandlungsanlagen;975;28203,9;3211,3;22885,7;2106,9;x;24245,6;3430,2;12863,0;-;7952,4
2017;  Sonstige Behandlungsanlagen;821;27032,2;3155,5;21917,3;1959,4;x;23882,3;3428,0;12847,9;-;7606,5
2017;  Anlagen zur stofflichen Verwertung von Altöl;7;495,2;-;363,1;132,1;x;363,3;2,2;15,1;-;346,0
2017;  Klärschlammfaulbehälter mit CO-Vergärung;147;676,5;55,8;605,3;15,4;-;-;-;-;-;-
2017;Naturbelassene Stoffe im Bergbau;17;27445,5;27445,5;-;-;-;-;-;-;-;-
2017;Abfälle in untertägigen Abbaustätten;22;3031,8;177,9;2576,2;277,7;-;-;-;-;-;-
2017;Abfälle in übertägigen Abbaustätten;2737;95363,2;3299,1;91147,7;916,4;-;-;-;-;-;-
2018;Deponien;1052;45708,2;10455,7;34646,2;606,2;x;1403,4;563,0;712,3;-;128,1
2018;  Deponien der Klasse 0;756;18856,3;2484,6;16371,7;-;x;295,1;0,0;243,1;-;51,9
2018;  Deponien der Klasse I;122;16503,6;6922,9;9361,0;219,6;x;449,3;122,5;274,9;-;51,9
2018;  Deponien der Klasse II;144;7401,8;622,7;6538,1;241,0;x;623,9;405,3;194,3;-;24,3
2018;  Deponien der Klasse III;26;2824,0;425,2;2305,7;93,0;x;35,2;35,1;0,0;-;-
2018;  Deponien der Klasse IV;4;122,5;0,3;69,7;52,5;-;-;-;-;-;-
2018;  Langzeitlager;-;-;-;-;-;-;-;-;-;-;-
2018;Thermische Abfallbehandlungsanlagen;157;24986,9;1559,8;22106,8;1320,3;x;6841,1;511,6;6115,7;-;213,7
2018;  Abfallverbrennungsanlagen;85;21499,8;157,1;20202,7;1140,0;x;6270,1;217,1;5861,2;-;191,9
2018;  Klärschlammverbrennungsanlagen;23;2104,5;918,8;1130,5;55,2;x;272,8;83,0;169,1;-;20,7
2018;  Sonderabfallverbrennungsanlagen;31;1299,5;483,5;706,5;109,5;x;277,4;204,5;72,9;-;0,1
2018;  Sonstige Anlagen zur thermischen Abfallbehandlung;18;83,1;0,4;67,1;15,6;x;20,7;7,0;12,6;-;1,1
2018;Feuerungsanlagen;504;22805,4;4024,4;17420,6;1360,4;x;3105,4;941,2;2039,0;-;125,1
2018;  Kraftwerke/Heizkraftwerke;-;-;-;-;-;-;-;-;-;-;-
2018;  Sonstige Feuerungsanlagen;-;-;-;-;-;-;-;-;-;-;-
2018;  Ersatzbrennstoffkraftwerke;34;4783,3;266,6;4277,7;239,1;x;1336,5;315,7;1008,1;-;12,7
2018;  Biomassekraftwerke;103;8568,8;2339,0;5424,3;805,5;x;789,4;191,3;576,9;-;21,1
2018;  Andere Kraftwerke;40;3260,6;444,4;2735,7;80,5;x;745,4;377,0;317,2;-;51,3
2018;  Heizwerke;265;1342,0;730,5;598,0;13,5;x;145,7;24,7;120,5;-;0,5
2018;  Anlagen für andere Produktionszwecke;62;4850,6;243,8;4385,0;221,8;x;88,3;32,5;16,4;-;39,5
2018;Chemisch-physikalische Behandlungsanlagen;395;6404,1;1675,9;4254,1;474,2;x;3245,1;702,1;1651,8;-;891,2
2018;  Regenerieren von Säuren und Basen, Lösemitteln;39;388,9;225,8;149,6;13,6;x;79,8;27,3;40,8;-;11,7
2018;  Rückgewinnung von Metallen, Lösemitteln usw.;67;591,6;216,9;304,8;69,8;x;353,2;10,5;120,6;-;222,1
2018;  Volumenreduzierung und Wasserabscheidung;92;1167,4;442,6;721,0;3,8;x;606,0;173,6;427,0;-;5,4
2018;  Sonstige Anlagen;197;4256,2;790,5;3078,7;387,0;x;2206,1;490,7;1063,4;-;652,0
2018;Bodenbehandlungsanlagen;113;3875,2;155,2;3687,5;32,5;x;3839,3;653,2;2693,5;-;492,6
2018;Biologische Behandlungsanlagen;1209;15060,8;2087,1;12912,1;61,7;x;10505,9;157,5;2213,1;-;8135,4
2018;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);213;3297,0;120,1;3176,5;0,4;x;1895,6;53,5;371,6;-;1470,5
2018;  Grünabfallkompostierungsanlagen (überw. Grünabf.);615;3801,0;103,2;3693,4;4,4;x;2709,2;39,1;485,3;-;2184,7
2018;  Kombinierte Kompostierungs- und Vergärungsanlagen;51;1591,9;16,3;1570,3;5,3;x;1012,6;36,9;198,9;-;776,8
2018;  Klärschlammkompostierungsanlagen;70;614,5;1,8;612,7;-;x;412,4;2,0;40,9;-;369,5
2018;  Sonstige biologische Behandlungsanlagen;23;1094,7;718,4;376,0;0,2;x;895,3;0,1;804,8;-;90,3
2018;  Biogas- und Vergärungsanlagen;237;4661,7;1127,2;3483,2;51,3;x;3580,9;25,8;311,5;-;3243,6
2018;Mechanisch-biologische Abfallbehandlungsanlagen;53;3770,8;37,4;3707,8;25,6;x;3195,8;694,2;2418,4;-;83,3
2018;Demontagebetriebe für Altfahrzeuge;1240;608,9;-;604,0;4,9;x;565,8;1,0;542,7;-;22,2
2018;Schredderanlagen und Schrottscheren;739;15717,5;484,5;14586,7;646,2;x;15626,9;202,1;9289,3;-;6135,5
2018;Sortieranlagen;1039;25262,9;379,1;24146,5;737,2;x;24761,9;1335,3;16447,9;-;6978,7
2018;Zerlegeeinrichtungen;336;1063,7;10,2;975,8;77,7;x;1022,9;10,0;966,4;-;46,5
2018;Sonstige Behandlungsanlagen;1027;29115,6;3075,2;23960,3;2080,1;x;24820,4;3077,5;13991,3;-;7751,5
2018;  Sonstige Behandlungsanlagen;846;27808,0;3016,0;22883,9;1908,1;x;24428,5;3077,3;13971,7;-;7379,5
2018;  Anlagen zur stofflichen Verwertung von Altöl;7;517,7;-;378,4;139,3;x;391,9;0,2;19,6;-;372,0
2018;  Klärschlammfaulbehälter mit CO-Vergärung;174;789,9;59,2;698,0;32,7;-;-;-;-;-;-
2018;Naturbelassene Stoffe im Bergbau;17;26621,9;26621,9;-;-;-;-;-;-;-;-
2018;Abfälle in untertägigen Abbaustätten;23;3011,8;191,7;2590,5;229,6;-;-;-;-;-;-
2018;Abfälle in übertägigen Abbaustätten;2877;99385,2;3279,9;95551,6;553,7;-;-;-;-;-;-
2019;Deponien;1027;43751,9;8490,3;34766,3;495,4;x;1179,9;667,8;393,7;-;118,4
2019;  Deponien der Klasse 0;728;18033,4;1903,3;16130,1;-;x;93,1;-;45,0;-;48,1
2019;  Deponien der Klasse I;121;15107,7;5561,1;9369,4;177,3;x;488,2;172,3;280,8;-;35,0
2019;  Deponien der Klasse II;148;7601,6;623,5;6784,7;193,4;x;496,0;395,7;65,0;-;35,3
2019;  Deponien der Klasse III;26;2888,7;402,2;2412,0;74,5;x;102,7;99,8;2,8;-;-
2019;  Deponien der Klasse IV;4;120,5;0,3;70,1;50,1;-;-;-;-;-;-
2019;  Langzeitlager;-;-;-;-;-;-;-;-;-;-;-
2019;Thermische Abfallbehandlungsanlagen;156;25023,4;1538,5;22265,9;1218,9;x;6865,8;446,5;6222,1;-;197,2
2019;  Abfallverbrennungsanlagen;84;21460,3;163,1;20255,4;1041,8;x;6285,5;150,0;5940,1;-;195,4
2019;  Klärschlammverbrennungsanlagen;22;2159,8;1038,7;1081,5;39,6;x;267,1;73,8;192,7;-;0,6
2019;  Sonderabfallverbrennungsanlagen;29;1333,1;331,9;867,2;133,9;x;292,2;215,7;76,6;-;-
2019;  Sonstige Anlagen zur thermischen Abfallbehandlung;21;70,2;4,8;61,8;3,6;x;21,0;7,1;12,7;-;1,2
2019;Feuerungsanlagen;488;21750,1;2891,6;17663,8;1194,7;x;2959,5;919,8;1849,5;-;190,2
2019;  Kraftwerke/Heizkraftwerke;-;-;-;-;-;-;-;-;-;-;-
2019;  Sonstige Feuerungsanlagen;-;-;-;-;-;-;-;-;-;-;-
2019;  Ersatzbrennstoffkraftwerke;34;4685,0;256,9;4222,6;205,5;x;1298,4;258,3;1012,7;-;27,4
2019;  Biomassekraftwerke;103;7724,9;1387,4;5652,4;685,1;x;746,0;177,7;472,9;-;95,5
2019;  Andere Kraftwerke;38;3010,5;400,3;2547,2;62,9;x;678,2;428,4;219,0;-;30,8
2019;  Heizwerke;257;1313,6;692,3;601,8;19,5;x;148,9;23,5;125,0;-;0,4
2019;  Anlagen für andere Produktionszwecke;56;5016,2;154,7;4639,8;221,6;x;88,0;32,0;19,9;-;36,1
2019;Chemisch-physikalische Behandlungsanlagen;386;7082,6;2295,3;4317,6;469,8;x;3509,0;918,7;1622,7;-;967,6
2019;  Regenerieren von Säuren und Basen, Lösemitteln;37;345,8;194,6;139,1;12,1;x;73,7;23,8;39,3;-;10,6
2019;  Rückgewinnung von Metallen, Lösemitteln usw.;65;573,4;161,0;347,1;65,3;x;432,0;7,8;129,9;-;294,4
2019;  Volumenreduzierung und Wasserabscheidung;89;1971,8;1233,1;734,7;4,0;x;614,1;298,0;316,0;-;0,1
2019;  Sonstige Anlagen;195;4191,6;706,6;3096,6;388,4;x;2389,2;589,2;1137,5;-;662,5
2019;Bodenbehandlungsanlagen;109;3993,4;27,1;3940,0;26,3;x;3868,6;813,1;2646,8;-;408,6
2019;Biologische Behandlungsanlagen;1200;15263,3;2002,8;13217,4;43,1;x;10448,2;155,3;2090,0;-;8202,9
2019;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);212;3318,4;134,2;3183,9;0,3;x;1843,5;58,3;289,7;-;1495,6
2019;  Grünabfallkompostierungsanlagen (überw. Grünabf.);602;3864,1;70,8;3790,1;3,2;x;2816,8;20,9;426,1;-;2369,8
2019;  Kombinierte Kompostierungs- und Vergärungsanlagen;57;1845,8;82,8;1758,1;4,9;x;1096,7;43,3;227,4;-;826,0
2019;  Klärschlammkompostierungsanlagen;73;604,4;4,1;600,4;-;x;379,2;0,9;31,8;-;346,5
2019;  Sonstige biologische Behandlungsanlagen;22;1062,5;687,6;372,8;2,2;x;867,2;0,1;777,8;-;89,3
2019;  Biogas- und Vergärungsanlagen;234;4568,1;1023,4;3512,2;32,6;x;3444,7;31,8;337,2;-;3075,7
2019;Mechanisch-biologische Abfallbehandlungsanlagen;52;3744,4;21,1;3691,5;31,9;x;3252,9;690,3;2450,6;-;111,9
2019;Demontagebetriebe für Altfahrzeuge;1200;514,4;-;510,7;3,7;x;483,3;0,4;463,5;-;19,4
2019;Schredderanlagen und Schrottscheren;728;15884,4;530,4;14846,7;507,2;x;15857,6;236,7;9812,2;-;5808,8
2019;Sortieranlagen;987;25120,7;219,6;24067,9;833,2;x;24803,2;974,1;16730,8;-;7098,3
2019;Zerlegeeinrichtungen;320;1041,0;10,6;956,1;74,2;x;985,2;23,5;869,5;-;92,3
2019;Sonstige Behandlungsanlagen;1008;29198,0;2961,7;24202,1;2034,2;x;25822,4;3118,9;14988,8;-;7714,7
2019;  Sonstige Behandlungsanlagen;833;27961,9;2905,4;23156,8;1899,8;x;25428,9;3114,3;14972,6;-;7342,0
2019;  Anlagen zur stofflichen Verwertung von Altöl;7;509,6;-;387,6;122,1;x;393,5;4,6;16,1;-;372,7
2019;  Klärschlammfaulbehälter mit CO-Vergärung;168;726,4;56,4;657,7;12,3;-;-;-;-;-;-
2019;Naturbelassene Stoffe im Bergbau;16;26249,8;26249,8;-;-;-;-;-;-;-;-
2019;Abfälle in untertägigen Abbaustätten;22;2902,6;170,7;2485,1;246,7;-;-;-;-;-;-
2019;Abfälle in übertägigen Abbaustätten;2781;101383,4;2851,5;97812,9;718,9;-;-;-;-;-;-
2020;Deponien;1005;41434,4;6869,4;34185,2;379,8;x;1432,0;1083,9;256,8;36,6;54,6
2020;  Deponien der Klasse 0;707;17585,3;1767,1;15817,6;0,6;x;3,1;0,1;1,1;0,0;1,9
2020;  Deponien der Klasse I;123;14383,4;4462,9;9708,0;212,6;x;477,9;195,4;218,8;12,2;51,6
2020;  Deponien der Klasse II;148;6866,1;447,4;6335,7;83,0;x;816,3;753,9;36,8;24,5;1,1
2020;  Deponien der Klasse III;23;2463,1;173,9;2241,6;47,5;x;134,7;134,6;0,0;-;-
2020;  Deponien der Klasse IV;4;136,6;18,0;82,4;36,1;-;-;-;-;-;-
2020;  Langzeitlager;-;-;-;-;-;-;-;-;-;-;-
2020;Thermische Abfallbehandlungsanlagen;154;25275,2;1540,9;22646,1;1088,2;x;7099,5;532,6;5570,7;963,3;32,9
2020;  Abfallverbrennungsanlagen;84;21734,5;122,9;20772,2;839,4;x;6523,3;179,3;5381,3;952,7;9,9
2020;  Klärschlammverbrennungsanlagen;22;2154,8;1079,7;1039,1;36,0;x;282,5;130,4;132,7;5,7;13,6
2020;  Sonderabfallverbrennungsanlagen;29;1334,6;333,3;788,9;212,4;x;273,9;214,0;55,0;4,9;-
2020;  Sonstige Anlagen zur thermischen Abfallbehandlung;19;51,2;5,1;45,8;0,3;x;19,8;8,9;1,6;-;9,3
2020;Feuerungsanlagen;483;21847,4;3325,2;17430,8;1091,4;x;2965,9;810,6;1906,3;97,0;152,1
2020;  Kraftwerke/Heizkraftwerke;-;-;-;-;-;-;-;-;-;-;-
2020;  Sonstige Feuerungsanlagen;-;-;-;-;-;-;-;-;-;-;-
2020;  Ersatzbrennstoffkraftwerke;35;4933,5;378,2;4462,8;92,5;x;1372,7;241,0;1063,8;68,0;-
2020;  Biomassekraftwerke;102;7557,8;1438,7;5395,8;723,4;x;739,8;173,8;471,0;18,9;76,1
2020;  Andere Kraftwerke;38;3100,7;581,7;2457,2;61,9;x;636,1;369,6;184,6;6,5;75,4
2020;  Heizwerke;253;1321,8;716,3;591,1;14,5;x;150,5;13,8;132,6;3,6;0,5
2020;  Anlagen für andere Produktionszwecke;55;4933,5;210,4;4523,9;199,2;x;66,9;12,3;54,4;-;0,1
2020;Chemisch-physikalische Behandlungsanlagen;380;7243,0;2515,4;4289,9;437,7;x;3394,8;821,6;1588,7;139,4;845,2
2020;  Regenerieren von Säuren und Basen, Lösemitteln;35;291,4;152,0;128,2;11,2;x;85,4;23,1;35,8;2,9;23,7
2020;  Rückgewinnung von Metallen, Lösemitteln usw.;61;473,1;157,0;268,8;47,3;x;363,4;7,6;70,2;1,1;284,5
2020;  Volumenreduzierung und Wasserabscheidung;90;2314,1;1511,9;796,3;6,0;x;578,2;299,0;256,9;20,9;1,4
2020;  Sonstige Anlagen;194;4164,4;694,6;3096,6;373,2;x;2367,8;491,8;1225,9;114,4;535,7
2020;Bodenbehandlungsanlagen;106;3775,3;13,1;3747,8;14,4;x;3811,6;771,2;2725,4;68,2;246,9
2020;Biologische Behandlungsanlagen;1192;15370,3;1855,4;13443,7;71,2;x;10995,4;262,1;2087,9;120,6;8524,8
2020;  Bioabfallkompostierungsanlagen (verm. Bioabfälle);218;3411,1;170,2;3240,4;0,6;x;2001,7;130,2;246,6;43,6;1581,3
2020;  Grünabfallkompostierungsanlagen (überw. Grünabf.);599;3997,8;111,9;3884,3;1,6;x;2977,5;27,6;535,4;13,5;2401,0
2020;  Kombinierte Kompostierungs- und Vergärungsanlagen;58;2142,3;2,4;2132,5;7,4;x;1339,2;68,7;180,5;23,4;1066,6
2020;  Klärschlammkompostierungsanlagen;69;562,2;1,7;560,5;-;x;405,5;0,0;90,8;-;314,7
2020;  Sonstige biologische Behandlungsanlagen;21;1162,4;747,7;414,7;0,1;x;976,9;6,2;809,7;0,9;160,1
2020;  Biogas- und Vergärungsanlagen;227;4094,5;821,5;3211,4;61,6;x;3294,6;29,4;224,9;39,3;3001,1
2020;Mechanisch-biologische Abfallbehandlungsanlagen;49;3679,5;25,7;3609,6;44,2;x;3234,8;723,7;2367,9;108,0;35,3
2020;Demontagebetriebe für Altfahrzeuge;1167;464,3;-;459,9;4,3;x;466,7;0,5;267,6;183,2;15,4
2020;Schredderanlagen und Schrottscheren;739;15859,5;548,3;14801,3;510,0;x;15879,1;270,6;9890,3;589,5;5128,6
2020;Sortieranlagen;970;24556,5;363,5;23408,6;784,4;x;24286,4;1025,6;17495,5;1154,7;4610,6
2020;Zerlegeeinrichtungen;312;1038,4;35,5;940,7;62,2;x;1006,8;16,2;788,9;146,7;55,0
2020;Sonstige Behandlungsanlagen;1009;29129,5;2886,8;24043,6;2199,1;x;25103,7;2941,3;15212,2;712,6;6237,6
2020;  Sonstige Behandlungsanlagen;834;27965,9;2828,1;23054,7;2083,1;x;24743,3;2939,2;15200,3;711,2;5892,7
2020;  Anlagen zur stofflichen Verwertung von Altöl;7;490,8;-;380,0;110,8;x;360,4;2,1;12,0;1,3;345,0
2020;  Klärschlammfaulbehälter mit CO-Vergärung;168;672,8;58,7;608,9;5,2;-;-;-;-;-;-
2020;Naturbelassene Stoffe im Bergbau;14;27110,3;27110,3;-;-;-;-;-;-;-;-
2020;Abfälle in untertägigen Abbaustätten;21;3017,4;220,1;2569,9;227,4;-;-;-;-;-;-
2020;Abfälle in übertägigen Abbaustätten;2703;96613,6;2232,2;93782,3;599,1;-;-;-;-;-;-
2021;Deponien;999;39756,4;7406,0;31796,6;553,8;x;1717,7;1299,1;298,5;70,8;49,3
2021;  Deponien der Klasse 0;702;15594,0;1792,5;13801,5;0,0;x;277,4;226,4;50,8;0,2;-
2021;  Deponien der Klasse I;124;15131,2;5021,6;9719,2;390,4;x;516,5;233,4;189,7;44,6;48,9
2021;  Deponien der Klasse II;147;6561,8;399,5;6098,0;64,4;x;799,3;716,9;55,9;26,1;0,4
2021;  Deponien der Klasse III;22;2342,3;178,1;2100,8;63,4;x;124,5;122,4;2,1;-;-
2021;  Deponien der Klasse IV;4;127,1;14,4;77,1;35,6;-;-;-;-;-;-
2021;  Langzeitlager;-;-;-;-;-;-;-;-;-;-;-
2021;Thermische Abfallbehandlungsanlagen;155;25493,6;1583,0;22974,0;936,5;x;7272,3;609,0;5725,5;882,1;55,7
2021;  Abfallverbrennungsanlagen;85;21994,5;115,3;21121,2;758,1;x;6663,8;298,8;5504,0;850,4;10,7
2021;  Klärschlammverbrennungsanlagen;22;2104,5;1085,9;977,2;41,4;x;293,4;62,3;190,6;25,6;14,9
2021;  Sonderabfallverbrennungsanlagen;29;1282,8;377,1;773,9;131,8;x;255,0;218,4;29,1;6,1;1,4
2021;  Sonstige Anlagen zur thermischen Abfallbehandlung;19;111,7;4,6;101,8;5,3;x;60,2;29,6;1,8;0,0;28,7
2021;Feuerungsanlagen;481;22088,9;3091,8;17874,8;1122,4;x;3471,4;857,7;1907,6;99,9;606,1
2021;  Kraftwerke/Heizkraftwerke;-;-;-;-;-;-;-;-;-;-;-
2021;  Sonstige Feuerungsanlagen;-;-;-;-;-;-;-;-;-;-;-
2021;  Ersatzbrennstoffkraftwerke;35;5019,0;381,5;4519,6;118,0;x;1408,9;279,3;1060,5;61,8;7,4
2021;  Biomassekraftwerke;102;7472,0;1398,8;5370,9;702,3;x;763,1;191,9;463,5;34,1;73,5
2021;  Andere Kraftwerke;35;2974,6;376,4;2555,2;43,0;x;633,5;359,7;201,2;0,5;72,1
2021;  Heizwerke;253;1430,2;709,9;703,1;17,3;x;163,4;14,7;145,2;3,4;0,1
2021;  Anlagen für andere Produktionszwecke;56;5193,0;225,2;4726,0;241,8;x;502,5;12,1;37,4;-;453,0
2021;Chemisch-physikalische Behandlungsanlagen;390;7711,6;2558,2;4709,5;444,0;x;3685,5;878,6;1807,9;99,0;900,1
