clothes,shoes,id,lat,lon,cans,operator:clothes,ref:signed,waste,noref,seasonal,support,alt_name:ca,alt_name:cs,ref:nuts:2,entrance,gate:type,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes
,,1504189432,49.3068042,6.9389832,,,,,,,,,,,,,yes,,,,yes,,
,,1504189498,49.307474,6.9434089,,,,,,,,,,,,,yes,,,,yes,,
,,1533880441,49.3751939,7.0492704,,,,,,,,,,,,,,,,,,,
,,1538402137,49.3638148,7.0452899,,,,,,,,,,,,,yes,,,,yes,,
,,1547252648,49.3514309,6.9793933,,,,,,,,,,,,,yes,,,,yes,,
,,1547559981,49.3705414,7.0541201,,,,,,,,,,,,,yes,,,,yes,,
yes,,1548539015,49.372813,7.0555584,,,,,,,,,,,,,yes,,,,yes,,
,,1551937699,49.2429964,6.9734761,,,,,,,,,,,,,yes,,,,,,
,,1564391373,49.4228475,6.8415419,,,,,,,,,,,,,yes,,,,,,
,,1564391378,49.4229201,6.8416206,,,,,,,,,,,,,,,,,yes,,
,,1586177772,49.5314141,7.1697066,,,,,,,,,,,,,yes,,,,yes,,
,,1588973646,49.3341495,7.1871899,,,,,,,,,,,,,yes,,,,yes,,
,,1603482391,49.4433802,6.6448002,,,,,,,,,,,,,,,,,,,
yes,,1606462529,49.4437223,6.659327,,,,,,,,,,,,,yes,,,,yes,,
,,1607639329,49.2604764,6.7929678,,,,,,,,,,,,,,,,,,,
,,1607639336,49.2641875,6.8000061,,,,,,,,,,,,,,,,,,,
,,1607644377,49.3421731,6.9328523,,,,,,,,,,,,,yes,,,,yes,,
yes,,1613637614,49.35404,7.0986526,,,,,,,,,,,,,yes,,,,yes,,
,,1613657619,49.3550862,7.1019249,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,1629915580,49.230834,7.0140932,,,,,,,,,,,,,,,,,,,
yes,,1637874347,49.5717773,7.0544671,,,,,,,,,,,,,yes,,,,yes,,
no,,1675530437,49.40443,6.8864922,,,,no,,,,,,,,,no,yes,yes,no,no,no,no
,,1679478957,49.4239294,6.8382447,yes,,,,,,,,,,,,yes,,,,yes,yes,
,,1708076296,49.2682684,7.1089912,,,,,,,,,,,,,yes,,,,yes,,
,,1720864044,49.2627628,7.1666499,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
,,1734066330,49.208239,6.8390129,,,,,,,,,,,,,,,,,,,
,,1734066333,49.2174674,6.8249192,,,,,,,,,,,,,,,,,,,
,,1734066347,49.2063439,6.8427612,,,,,,,,,,,,,,,,,,,
,,1734066371,49.214112,6.8275342,,,,,,,,,,,,,,,,,,,
yes,,1736301998,49.3308288,6.7654468,,,,,,,,,,,,,yes,,,,,,
yes,,1736315893,49.3349026,6.7653693,,,,,,,,,,,,,yes,,,,yes,,
yes,,1739520707,49.3347074,6.7598131,,,,,,,,,,,,,yes,,,,yes,,
yes,,1741875547,49.4906629,6.9285865,,,,,,,,,,,,,yes,,,,yes,,
,,1760114793,49.4451331,6.8562656,,,,,,,,,,,,,yes,,,,yes,,
,,1760121959,49.5777801,6.869585,,,,,,,,,,,,,yes,,,,yes,,
,,1760596178,49.2611223,6.9158726,,,,,,,,,,,,,,,,,,,
,,1764459106,49.4765323,6.897593,,,,,,,,,,,,,yes,,,,yes,,
,,1793744472,49.3405582,6.744908,,,,,,,,,,,,,yes,,,,yes,,
yes,,1799722441,49.3923064,6.8012874,,,,,,,,,,,,,yes,,,,yes,,
,,1805165661,49.5287551,6.3827101,,,,,,,,,,,,,,,,,,,
,,1812323319,49.2633074,6.6945841,,,,,,,,,,,,,yes,,,,yes,,
,,1829090422,49.2406522,6.9513039,,,,,,,,,,,,,yes,,,,yes,,
,,1831525928,49.1795159,7.1282836,,,,,,,,,,,,,,,,,,,
,,1846377427,49.3072804,6.8992135,,,,,,,,,,,,,,,,,,,
,,1864156366,49.2683153,7.1749521,,,,,,,,,,,,,yes,,,,yes,,
,,1867723435,49.381352,6.8108072,,,,,,,,,,,,,,,,,,,
,,1870292498,49.3619106,6.8942132,,,,,,,,,,,,,,,,,,,
,,1870292509,49.3630006,6.9023886,,,,,,,,,,,,,,,,,,,
yes,,1892849297,49.4032502,6.8879553,,,,,,,,,,,,,,,,,,,
,,1892856795,49.4898933,6.9400733,,,,,,,,,,,,,,,,,,,
yes,,1907922865,49.3300811,7.338204,,,,,,,,,,,,,yes,,,,yes,,
,,1944642673,49.285216,7.0908913,,,,,,,,,,,,,yes,,,,yes,,
,,1949469202,49.4489904,7.2306911,,,,,,,,,,,,,yes,,,,yes,,
yes,,1950749618,49.4621211,7.240809,,,,,,,,,,,,,,,,,,,
,,1961374920,49.328571,6.7421497,,,,,,,,,,,,,yes,,,,,,
,,2030030335,49.5108939,6.7586478,,,,,,,,,,,,,,,,,,,
,,2030998652,49.3559764,7.2729202,,,,,,,,,,,,,,,,,,,
,,2036458091,49.4339886,7.1576417,,,,,,,,,,,,,,,,,,,
no,,2036868052,49.1711405,6.8430452,,,,,,,,,,,,,,yes,,,yes,,
,,2040121749,49.4415481,6.613309,,,,,,,,,,,,,yes,,,,yes,,
yes,,2040122342,49.4432996,6.6175835,no,,,,,,,,,,,,yes,,,,yes,,
,,2063864277,49.3414726,7.1850028,,,,,,,,,,,,,,,,,,,
,,2070579147,49.4819202,7.1813866,,,,,,,,,,,,,,,,,,,
,,2071887383,49.2487499,6.9226793,,,,,,,,,,,,,,,,,,,
yes,,2076965078,49.4705833,7.1751579,,,,,,,,,,,,,,,,,,,
,,2077449498,49.4768762,7.1577484,,,,,,,,,,,,,,,,,,,
,,2085541740,49.4464714,6.6531853,,,,,,,,,,,,,,,,,,,
,,2090151122,49.3946171,7.1728859,,,,,,,,,,,,,,,,,,,
yes,,2090153213,49.3946467,7.1725318,,,,,,,,,,,,,,,,,,,
yes,,2095376837,49.3962637,7.1708956,,,,,,,,,,,,,,,,,,,
,,2095424425,49.4018652,7.1734469,,,,,,,,,,,,,,,,,,,
,,2098836659,49.2351478,7.0055904,,,,,,,,,,,,,yes,,,,,,
,,2098839214,49.2355701,7.0031849,,,,,,,,,,,,,yes,,,,,,
yes,yes,2098846497,49.2335497,7.0017312,,,,,,,,,,,,,,,,,,,
,,2098865842,49.2047338,7.0407044,,,,,,,,,,,,,yes,,,,,,
,,2100150142,49.3497804,7.2017046,,,,,,,,,,,,,,,,,,,
,,2104744912,49.4039382,7.1561348,,,,,,,,,,,,,,,,,,,
yes,,2107154968,49.4071258,7.1537024,,,,,,,,,,,,,,,,,,,
yes,,2107240103,49.4046131,7.1600507,,,,,,,,,,,,,,,,,,,
yes,,2107892598,49.3998218,7.15426,,,,,,,,,,,,,,,,,,,
,,2111246425,49.3984163,7.1662244,,,,,,,,,,,,,,,,,,,
,,2111444745,49.4035483,7.1499951,,,,,,,,,,,,,,,,,,,
,,2111444769,49.4056213,7.1538223,,,,,,,,,,,,,,,,,,,
,,2111487142,49.4082859,7.162269,,,,,,,,,,,,,,,,,,,
yes,,2129831895,49.4481929,7.2313437,,,,,,,,,,,,,,,,,,,
,,2132416201,49.3781853,7.1790522,,,,,,,,,,,,,,,,,,,
,,2132970681,49.3472948,7.1780117,,,,,,,,,,,,,,,,,,,
,,2161466748,49.4699224,7.1738233,,,,,,,,,,,,,yes,,,,,,
yes,,2171841198,49.3387757,7.1891418,,,,,,,,,,,,,,,,,,,
yes,,2185765970,49.3696566,7.1543714,,,,,,,,,,,,,yes,,,,yes,,
,,2186154357,49.5128574,7.0804441,,,,,,,,,,,,,,,,,,,
yes,yes,2187851870,49.3338746,6.7724808,,,,,,,,,,,,,,,,,,,
,,2187851871,49.3339063,6.7725628,,,,,,,,,,,,,yes,,,,,,
yes,,2187851921,49.3392462,6.757344,,,,,,,,,,,,,,,,,,,
,,2187851924,49.3392477,6.757142,,,,,,,,,,,,,yes,,,,,,
,,2190286627,49.2226684,7.0683373,,,,,,,,,,,,,yes,,,,yes,,
,,2192540571,49.3768265,7.1862114,,,,,,,,,,,,,,,,,,,
yes,,2206431159,49.4134842,6.8944767,,,,,,,,,,,,,,,,,,,
,,2216642041,49.3728009,7.1683763,,,,,,,,,,,,,,,,,,,
,,2216782219,49.3694816,7.1727376,,,,,,,,,,,,,,,,,,,
yes,yes,2225251872,49.2004213,7.0769059,,,,,,,,,,,,,yes,,,,yes,,
,,2234014592,49.3674717,7.1667663,,,,,,,,,,,,,,,,,,,
yes,,2234647591,49.3713183,7.1825329,,,,,,,,,,,,,,,,,,,
,,2249166466,49.2810146,7.0742701,,,,,,,,,,,,,yes,,,,yes,,
yes,,2249166557,49.287198,7.0773896,,,,,,,,,,,,,yes,,,,yes,,
,,2249178466,49.4358544,7.1234819,,,,,,,,,,,,,,,,,,,
,,2249304098,49.4615795,7.147528,,,,,,,,,,,,,yes,,,,yes,,
,,2255057092,49.2871817,7.1091232,,,,,,,,,,,,,yes,,,,yes,,
,,2264862493,49.2644417,7.0882024,,,,,,,,,,,,,yes,,,,yes,,
,,2265751938,49.4198595,7.1192424,,,,,,,,,,,,,yes,,,,,,
,,2267524079,49.2630537,7.0990145,,,,,,,,,,,,,yes,,,,,,
,,2267524094,49.2672976,7.0858838,,,,,,,,,,,,,yes,,,,yes,,
,,2267524129,49.2856812,7.0962483,,,,,,,,,,,,,yes,,,,yes,,
,,2268530709,49.4080695,7.1453764,,,,,,,,,,,,,,,,,,,
,,2271847180,49.364627,7.1854703,,,,,,,,,,,,,,,,,,,
,,2278697021,49.344403,7.1866144,,,,,,,,,,,,,yes,,,,yes,,
,,2288467898,49.2328406,6.990441,,,,,,,,,,,,,yes,,,,yes,,
yes,,2290571062,49.3497591,7.1861211,,,,,,,,,,,,,,,,,,,
,,2292772506,49.3506199,7.1797925,,,,,,,,,,,,,,,,,,,
,,2294956182,49.1756,6.801144,,,,,,,,,,,,,,,,,,,
,,2297426216,49.2914745,7.137141,,,,,,,,,,,,,yes,,,,,,
,,2298735792,49.1910088,6.820305,,,,,,,,,,,,,,,,,,,
yes,,2306775579,49.4728432,7.257616,,,,,,,,,,,,,,,,,,,
yes,,2310067909,49.4268137,6.9189159,,,,,,,,,,,,,yes,,,,,,
,,2311086719,49.3097649,6.7477724,,,,,,,,,,,,,yes,,,,yes,,
yes,,2311716443,49.4708493,7.1031519,,,,,,,,,,,,,,,,,,,
,,2324804492,49.2674667,7.0833256,,,,,,,,,,,,,yes,,,,yes,,
yes,,2327504247,49.5626733,7.1735593,,,,,,,,,,,,,yes,,,,,,
yes,,2329784380,49.5845066,6.8818763,,,,,,,,,,,,,yes,,,,yes,,
,,2330633986,49.3599756,7.2692047,,,,,,,,,,,,,yes,,,,yes,,
,,2334799937,49.4773671,7.1077174,,,,,,,,,,,,,yes,,,,yes,,
,,2347266833,49.407566,7.209341,,,,,,,,,,,,,,,,,,,
,,2352270991,49.4932255,6.6071633,,,,,,,,,,,,,,,,,,,
,,2352275850,49.4975425,6.5903806,,,,,,,,,,,,,,,,,,,
,,2352275853,49.4988089,6.583981,,,,,,,,,,,,,yes,,,,yes,,
,,2352649256,49.4960166,7.1219731,,,,,,,,,,,,,,,,,,,
,,2353870709,49.4988277,6.5989101,,,,,,,,,,,,,,,,,,,
,,2354804816,49.4929356,6.6046343,,,,,,,,,,,,,,,,,,,
,,2358346143,49.4538143,6.6348595,,,,,,,,,,,,,yes,,,,yes,,
,,2364968881,49.492898,7.1138215,,,,,,,,,,,,,,,,,,,
yes,,2367691848,49.460332,6.751558,,,,,,,,,,,,,yes,,,,yes,,
,,2371152711,49.4084496,6.9029922,,,,,,,,,,,,,yes,,,,yes,,
yes,,2378426899,49.3671233,6.7628494,,,,,,,,,,,,,yes,,,,yes,,
,,2378978369,49.2550333,6.9592956,,,,,,,,,,,,,yes,,,,,,
yes,yes,2381146451,49.264911,7.0089282,,,,,,,,,,,,,yes,,,,,,
yes,yes,2381147665,49.2651079,7.0092185,,,,,,,,,,,,,,,,,,,
,,2400709519,49.4666239,7.2719963,,,,,,,,,,,,,yes,,,,yes,,
yes,,2400709530,49.4667005,7.2721037,,,,,,,,,,,,,,,,,,,
no,,2403393133,49.3354913,7.2658103,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
,,2404754593,49.3620822,7.2589833,,,,,,,,,,,,,,,,,,,
,,2416798719,49.3554393,7.1837116,,,,,,,,,,,,,,,,,,,
,,2418149183,49.4703114,7.2490802,,,,,,,,,,,,,yes,,,,,,
,,2420983572,49.3479382,7.1796791,,,,,,,,,,,,,,,,,,,
,,2421194254,49.3472561,7.1829727,,,,,,,,,,,,,yes,,,,,,
yes,yes,2422602502,49.603651,6.9117987,,,,,,,,,,,,,yes,,,,yes,,
,,2424667550,49.3493856,7.1927302,,,,,,,,,,,,,,,,,,,
,,2426691002,49.2342084,6.8352556,,,,,,,,,,,,,yes,,,,yes,,
,,2430106739,49.3447688,7.1838179,,,,,,,,,,,,,yes,,,,yes,,
,,2430362465,49.3464939,7.187555,,,,,,,,,,,,,yes,,,,yes,,
,,2431074394,49.2370611,6.8304214,,,,,,,,,,,,,yes,,,,,,
,,2441199411,49.3440174,7.2132168,,,,,,,,,,,,,yes,,,,yes,,
yes,,2441603507,49.3402494,7.1959423,,,,,,,,,,,,,yes,,,,yes,,
,,2441859203,49.3328874,7.1742494,,,,,,,,,,,,,yes,,,,yes,,
yes,,2441911382,49.3290869,7.1764487,,,,,,,,,,,,,,,,,,,
yes,,2441934294,49.3278613,7.1739412,,,,,,,,,,,,,,,,,,,
,,2441934301,49.3286224,7.1748607,,,,,,,,,,,,,yes,,,,yes,,
yes,,2443425625,49.3287372,7.1664584,,,,,,,,,,,,,,,,,,,
,,2446405693,49.5225457,6.9410068,,,,,,,,,,,,,,,,,,,
,,2447309530,49.2440456,6.8253104,yes,,,,,,,,,,,,yes,,,,yes,,
,,2448346657,49.3406831,7.177721,,,,,,,,,,,,,,,,,,,
,,2449206554,49.3477989,7.160596,,,,,,,,,,,,,yes,,,,yes,,
,,2451023960,49.2229464,6.7970476,no,,,,,,,,,,,,yes,,,,yes,,
,,2454431714,49.4940855,7.2076516,,,,,,,,,,,,,,,,,,,
,,2455158436,49.2667344,7.1648279,,,,,,,,,,,,,,,,,,,
,,2459108603,49.2492094,6.7922563,,,,,,,,,,,,,,,,,,,
yes,,2459286888,49.425542,7.2325148,,,,,,,,,,,,,yes,,,,yes,,
yes,,2459913560,49.4200159,7.2662684,,,,,,,,,,,,,yes,,,,yes,,
,,2464219811,49.4637993,7.1920131,,,,,,,,,,,,,yes,,,,yes,,
,,2470165278,49.4780143,6.384892,,,,,,,,,,,,,,,,,,,
yes,,2470493718,49.4149798,7.2635875,,,,,,,,,,,,,,,,,,,
,,2472505916,49.3549229,7.2244571,,,,,,,,,,,,,yes,,,,yes,,
no,,2480251694,49.3525304,7.2467478,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
yes,,2483193754,49.3392568,7.1821057,,,,,,,,,,,,,,,,,,,
,,2489843709,49.3698396,7.0851112,,,,,,,,,,,,,yes,,,,yes,,
yes,,2490255827,49.3735029,7.080323,,,,,,,,,,,,,,,,,,,
,,2491089155,49.4647639,7.1790273,,,,,,,,,,,,,yes,,no,,yes,,
yes,,2491597468,49.3888865,7.1123929,,,,,,,,,,,,,,,,,,,
no,,2496141614,49.3395675,7.3208613,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
yes,,2499880319,49.3648779,7.0771035,,,,,,,,,,,,,yes,,,,yes,,
,,2500494820,49.3962801,7.08928,,,,,,,,,,,,,,,,,,,
yes,,2513100989,49.3473824,7.2220697,,,,,,,,,,,,,,,,,,,
yes,,2513309373,49.3431745,7.2219387,,,,,,,,,,,,,,,,,,,
yes,,2536747635,49.4347234,6.8598917,,,,,,,,,,,,,yes,,,,yes,,
,,2575417621,49.4250344,6.8476745,,,,,,,,,,,,,yes,,,,yes,,
,,2583732502,49.5309238,7.173049,,,,,,,,,,,,,,,,,,,
no,,2591268948,49.3484516,7.2614868,no,,,no,,,,,,,,,yes,no,no,yes,yes,no,no
yes,,2607922234,49.3398934,6.7413712,,,,,,,,,,,,,yes,,,,yes,,
,,2613481723,49.4474407,6.8410767,,,,,,,,,,,,,yes,,,,yes,,
,,2629119896,49.3296901,7.0933695,,,,,,,,,,,,,yes,,,,yes,,
no,,2632353313,49.2415024,7.0246215,no,,,no,,,,,,,,,yes,yes,no,yes,yes,no,no
yes,yes,2632355208,49.2376817,7.0063016,,,,,,,,,,,,,yes,,,yes,yes,,no
,,2632529235,49.4433711,6.8596992,,,,,,,,,,,,,,,,,,,
,,2664175375,49.508157,7.161026,,,,,,,,,,,,,yes,,,,yes,,
,,2668978512,49.4658043,6.8518063,,,,,,,,,,,,,,,,,,,
no,,2675478952,49.1987177,7.0152785,no,,,no,,,,,,,,,yes,no,no,no,no,no,no
yes,,2749238156,49.337016,6.745652,,,,,,,,,,,,,yes,,,,no,,
yes,,2752395053,49.4658205,6.8323378,,,,,,,,,,,,,yes,,,,yes,,
,,2753428078,49.3949748,6.8455322,,,,,,,,,,,,,yes,,,,yes,,
,,2758638420,49.3593905,7.2488039,,,,,,,,,,,,,yes,,,yes,yes,,
,,2777184520,49.3530145,7.2505595,,,,,,,,,,,,,yes,,,,yes,,
,,2798740722,49.1767073,6.7307004,,,,,,,,,,,,,yes,,,,yes,,
yes,,2802284690,49.2586739,6.8672336,,,,,,,,,,,,,yes,,,,yes,,
,,2915026640,49.4654298,6.9986791,,,,,,,,,,,,,yes,,,,,,
no,,2920910140,49.2857447,7.1157382,,,,,,,,,,,,,yes,,,,yes,,
,,2964470818,49.3190197,7.0752874,,,,,,,,,,,,,,,,,,,
,,2989121214,49.2192922,7.1515513,,,,,,,,,,,,,,,,,,yes,yes
,,2989121216,49.2874245,7.1633825,,,,,,,,,,,,,,,,,,yes,yes
yes,,3012003657,49.3759626,7.1349095,,,,,,,,,,,,,yes,,,,yes,,
,,3016392265,49.2477826,6.8482202,,,,,,,,,,,,,yes,,,,yes,,
,,3023364898,49.2804993,7.0636105,,,,,,,,,,,,,yes,,,,yes,,
yes,,3039866961,49.1609931,7.2683599,,,,,,,,,,,,,yes,,,,yes,,
yes,,3141373228,49.2665803,6.8211176,,,,,,,,,,,,,yes,,,,,,
yes,,3193313209,49.5001724,6.9445894,,,,,,,,,,,,,yes,no,,yes,yes,,
,,3203363233,49.3591817,6.8607386,,,,,,,,,,,,,,,,,,,
yes,,3208869698,49.3510807,7.1116684,,,,,,,,,,,,,,,,,,,
,,3208869726,49.3513842,7.1015923,,,,,,,,,,,,,yes,,,,yes,,
yes,,3224646591,49.371549,7.1315263,,,,,,,,,,,,,,,,,,,
,,3227718452,49.365912,7.138484,,,,,,,,,,,,,yes,,,,yes,,
,,3227761610,49.3776869,7.1228197,,,,,,,,,,,,,yes,,,,yes,,
yes,,3237947049,49.3673612,7.183442,,,,,,,,,,,,,,,,,,,
,,3274945918,49.3203385,7.1430865,,,,,,,,,,,,,yes,,,,yes,,
yes,yes,3360066744,49.3054019,6.8639263,,,,,,,,,,,,,,,,,,,
,,3361374230,49.3310599,7.0929663,,,,,,,,,,,,,yes,,,,yes,,
,,3363460307,49.3054702,6.8640785,,,,,,,,,,,,,yes,,,,,,
,,3373682120,49.3823994,7.214968,,,,,,,,,,,,,yes,,,,yes,,
,,3388917939,49.2307783,6.9900131,,,,,,,,,,,,,yes,,,,yes,,
no,,3444709487,49.3706657,7.1369058,no,,,,,,,,,,,,yes,,,,yes,,
,,3469491759,49.5436253,6.8865205,,,,,,,,,,,,,,,,,yes,,
,,3469491760,49.5436389,6.8866943,,,,,,,,,,,,,yes,,,,,,
,,3517507402,49.4378858,6.9078674,,,,,,,,,,,,,yes,,,,yes,,
,,3521719040,49.4159057,7.0116706,,,,,,,,,,,,,yes,,,,,,
yes,,3578179657,49.2873092,7.0262429,,,,,,,,,,,,,yes,,,,yes,,
,,3589542692,49.2582629,6.699928,,,,,,,,,,,,,yes,,,,yes,,
yes,,3599456230,49.4187981,7.0192733,,,,,,,,,,,,,yes,,,,,,
,,3607584812,49.3898797,6.9304798,,,,,,,,,,,,,yes,,,,yes,,
,,3613173844,49.5945797,7.0172503,,,,,,,,,,,,,yes,,,,yes,,
yes,,3670345585,49.2581563,7.1039728,,,,,,,,,,,,,yes,,,,yes,,
yes,,3696111012,49.3271602,7.3270508,,,,,,,,,,,,,,,,,,,
,,3706063894,49.3662701,7.0423542,,,,,,,,,,,,,yes,,,,yes,,
,,3710924206,49.5719351,7.0825849,,,,,,,,,,,,,yes,,,,,,
,,3713917997,49.5705188,7.0806099,,,,,,,,,,,,,yes,,,,,,
,,3747386677,49.5433459,6.7909696,,,,,,,,,,,,,,,,,,,
yes,,3748744802,49.3890283,7.0710716,,,,,,,,,,,,,yes,,,,yes,,
,,3761361012,49.5721972,7.0819657,,,,,,,,,,,,,,,,yes,yes,yes,
,,3791877448,49.235549,7.0304546,,,,,,,,,,,,,yes,,,,,,
,,3799209515,49.3497692,6.7120476,,,,,,,,,,,,,yes,,,,yes,,
,,3810496872,49.1596063,7.2462314,,,,,,,,,,,,,yes,,,,yes,,
,,3922233106,49.4442985,6.8509902,,,,,,,,,,,,,yes,,,,yes,,
,,3930913312,49.3844371,7.0729698,,,,,,,,,,,,,,,,,,,
yes,,4013500022,49.5682807,7.1736246,,,,,,,,,,,,,,,,,,,
no,,4018482055,49.3054048,7.3286023,no,,,,,,,,,,,,yes,,,,no,no,
yes,,4018482056,49.3053929,7.3285841,,,,,,,,,,,,,,,,,,,
,,4018930051,49.326926,6.7485793,,,,,,,,,,,,,yes,,,,,,
yes,yes,4031708925,49.3236672,7.342809,,,,,,,,,,,,,yes,,,,yes,,
yes,,4034983137,49.3181052,7.3404199,no,,,,,,,,,,,,yes,,,,yes,,
,,4126938744,49.3186062,7.0502767,,,,,,,,,,,,,yes,,,,yes,,
,,4144549727,49.330325,7.2274114,,,,,,,,,,,,,yes,,,,yes,,
yes,,4152012127,49.3271235,7.2218949,,,,,,,,,,,,,,,,,,,
,,4152012129,49.3273126,7.2216403,,,,,,,,,,,,,yes,,,,yes,,
,,4156337599,49.3269316,7.2138068,,,,,,,,,,,,,yes,,,,yes,,
yes,,4161870439,49.325917,7.2147214,,,,,,,,,,,,,,,,,,,
yes,,4166416314,49.3239531,7.213855,,,,,,,,,,,,,,,,,,,
,,4179396320,49.3829843,7.2064279,,,,,,,,,,,,,yes,,,,yes,,
,,4184192945,49.3218436,7.218278,,,,,,,,,,,,,yes,,,,yes,,
,,4184192947,49.3218801,7.2182125,,,,,,,,,,,,,yes,,,,yes,,
,,4184192951,49.321916,7.2181562,,,,,,,,,,,,,yes,,,,yes,,
yes,,4186234870,49.3253095,7.230332,,,,,,,,,,,,,,,,,,,
yes,,4194091970,49.394338,7.2517562,,,,,,,,,,,,,,,,,,,
yes,,4195928718,49.3927624,7.2442501,,,,,,,,,,,,,,,,,,,
,,4195928719,49.3927667,7.2442065,,,,,,,,,,,,,yes,,,,,,
,,4195928722,49.3927733,7.2441488,,,,,,,,,,,,,,,,,yes,,
,,4197644271,49.3184971,7.23165,,,,,,,,,,,,,yes,,,,yes,,
yes,,4207918286,49.3490145,7.2280509,,,,,,,,,,,,,,,,,,,
,,4211217082,49.3236822,7.2383369,,,,,,,,,,,,,yes,,,,yes,,
yes,,4214396633,49.3528537,7.1454386,,,,,,,,,,,,,,,,,,,
,,4214396634,49.3528539,7.1453547,,,,,,,,,,,,,yes,,,,,,
,,4214396635,49.3528539,7.1453856,,,,,,,,,,,,,,,,,yes,,
,,4215056733,49.3330151,7.1472538,,,,,,,,,,,,,,,,,yes,,
,,4215056734,49.3330298,7.147274,,,,,,,,,,,,,yes,,,,,,
,,4216237046,49.3290772,7.1401178,,,,,,,,,,,,,yes,,,,,,
,,4216237047,49.3290834,7.140052,,,,,,,,,,,,,,,,,yes,,
,,4227112733,49.3594712,7.2365706,,,,,,,,,,,,,yes,,,,,,
,,4227112734,49.3594939,7.2365651,,,,,,,,,,,,,,,,,yes,,
yes,yes,4230905776,49.3131676,7.1282275,,,,,,,,,,,,,,,,,,,
,,4230905777,49.3133206,7.1311967,,,,,,,,,,,,,yes,,,,yes,,
,,4237459405,49.5321518,7.1849409,,,,,,,,,,,,,,,,,yes,,
,,4250783644,49.2254111,6.9931501,,,,,,,,,,,,,yes,,,,yes,,
,,4254991051,49.4735466,7.0665009,,,,,,,,,,,,,,,,,,,
,,4254991052,49.4735602,7.0664704,,,,,,,,,,,,,,,,,,,
,,4282992355,49.4352048,7.0726461,,,,,,,,,,,,,yes,,,,,,
,,4282992357,49.4352197,7.072616,,,,,,,,,,,,,,,,,yes,,
yes,,4306391767,49.4273162,7.0780748,,,,,,,,,,,,,,,,,,,
,,4311775065,49.426443,7.0791383,,,,,,,,,,,,,,,,,yes,,
,,4311775066,49.4264665,7.079153,,,,,,,,,,,,,yes,,,,,,
,,4317599840,49.3203836,7.1637877,,,,,,,,,,,,,yes,,,,yes,,
,,4322197366,49.4558709,7.0522435,,,,,,,,,,,,,yes,,,,,,
,,4322197367,49.4558752,7.0522864,,,,,,,,,,,,,,,,,yes,,
,,4332726862,49.5878041,7.1445437,,,,,,,,,,,,,,,,,,,
,,4338128720,49.4505983,7.0685572,,,,,,,,,,,,,yes,,,,yes,,
no,,4345424507,49.3611117,6.7377748,,,,,,,,,,,,,yes,,,,yes,,
no,,4345426354,49.3586733,6.7168409,,,,,,,,,,,,,yes,,,,no,,
,,4345428520,49.3555988,6.7189978,,,,,,,,,,,,,yes,,,,yes,,
yes,,4345433994,49.3591655,6.736587,,,,,,,,,,,,,yes,,,,yes,,
,,4348339844,49.2538473,6.8798326,,,,,,,,,,,,,yes,,,,yes,,
,,4351613307,49.1518518,7.0805837,,,,,,,,,,,,,yes,,,,yes,,
,,4360102152,49.4582339,7.0638378,,,,,,,,,,,,,yes,,,,,,
,,4360102153,49.4582505,7.0638666,,,,,,,,,,,,,,,,,yes,,
,,4360574913,49.5285851,6.8940005,,,,,,,,,,,,,yes,,,,yes,,
yes,,4360602336,49.4968277,6.8691912,,,,,,,,,,,,,yes,,,,yes,,
,,4379687101,49.4312661,7.0320505,,,,,,,,,,,,,yes,,,,yes,,
yes,,4379687102,49.431273,7.0321229,,,,,,,,,,,,,,,,,,,
,,4384208827,49.4344901,7.0301541,,,,,,,,,,,,,yes,,,,yes,,
yes,,4397955868,49.5099462,7.0890435,,,,,,,,,,,,,,,,,,,
,,4403277207,49.5729512,7.0824795,,,,,,,,,,,,,yes,,,,,,
,,4436792538,49.2688655,6.7885887,,,,,,,,,,,,,,,,,,,
,,4439571253,49.356179,7.1086128,,,,,,,,,,,,,,,,,,,
,,4451079793,49.1499643,7.1186278,,,,,,,,,,,,,yes,,,,,,
yes,,4462058190,49.3519629,7.3274373,,,,,,,,,,,,,yes,,,,yes,,
,,4468682995,49.1995125,7.2447244,,,,,,,,,,,,,yes,,,,yes,,
yes,,4557786143,49.4860873,7.0439759,,,,,,,,,,,,,,,,,,,
yes,,4581942994,49.5017854,7.0308821,,,,,,,,,,,,,,,,,,,
,,4581942995,49.5017889,7.0309224,,,,,,,,,,,,,,,,,yes,,
,,4581942996,49.501791,7.0309626,,,,,,,,,,,,,yes,,,,,,
,,4589690298,49.502116,7.0224562,,,,,,,,,,,,,,,,,yes,,
,,4589690299,49.5021038,7.0224227,,,,,,,,,,,,,yes,,,,,,
,,4715730211,49.5653247,7.1796774,,,,,,,,,,,,,,,,,yes,,
,,4715730212,49.5653561,7.1796613,,,,,,,,,,,,,yes,,,,,,
yes,,4715730213,49.5653247,7.1797069,,,,,,,,,,,,,,,,,,,
,,4716544510,49.2699318,7.0969039,,,,,,,,,,,,,yes,,,,yes,,
